title,company_name,location,description,link
IT Support Officer,LOLC EL-OULA MICROFINANCE EGYPT’ -,"Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Customer Service · Customer Support · IT Security · operation · Security,https://wuzzuf.net/jobs/p/4TPRibPntlpl-IT-Support-Officer-LOLC-EL-OULA-MICROFINANCE-EGYPT’-Cairo-Egypt?o=249&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior functional Application Consultant MS Dynamics(Smart Village),Confidential -,"6th of October, Giza, Egypt ",Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Strategy/Consulting · Engineering - Telecom/Technology · Microsoft Dynamics · Microsoft Dynamics AX · Business Administration · Finance · Human Resources · Computer Science · Engineering,https://wuzzuf.net/jobs/p/xsvBph8lUfYT-Senior-functional-Application-Consultant-MS-DynamicsSmart-Village-Giza-Egypt?o=250&l=sp&t=sj&a=data science jobs|search-v3|navbl
Software Support Engineer,Trufla -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Cloud · Computer Science · Github · IT · Linux · Management · MySQL,https://wuzzuf.net/jobs/p/WbqQ26pNnT3f-Software-Support-Engineer-Trufla-Cairo-Egypt?o=251&l=sp&t=sj&a=data science jobs|search-v3|navbl
PHP Full Stack Developer,Mishkat Nour -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Full Stack · developer · Full Stack Developer · MySQL · jQuery · Laravel · Web Development · Computer Science,https://wuzzuf.net/jobs/p/4cS7jPXF6BQa-PHP-Full-Stack-Developer-Mishkat-Nour-Cairo-Egypt?o=252&l=sp&t=sj&a=data science jobs|search-v3|navbl
Software Quality Control Engineer,Perfect Presentation -,"6th of October, Giza, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Control · Quality Assurance · Computer Science · ISTQB · Software Testing · Testing,https://wuzzuf.net/jobs/p/gdiZeNfE8uSw-Software-Quality-Control-Engineer-Perfect-Presentation-Giza-Egypt?o=253&l=sp&t=sj&a=data science jobs|search-v3|navbl
Mid-level Software Tester (QC),Fixed Solutions -,"Sheraton, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality · QC · Testing · Computer Engineering · Computer Science,https://wuzzuf.net/jobs/p/DHl30IiGVNBz-Mid-level-Software-Tester-QC-Fixed-Solutions-Cairo-Egypt?o=254&l=sp&t=sj&a=data science jobs|search-v3|navbl
Project Management Specialist,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Project/Program Management · Analysis · Information Technology (IT) · Microsoft Office · Project · Project Management · Management · Computer Science · Computer Engineering,https://wuzzuf.net/jobs/p/ebYvzUVV89Fm-Project-Management-Specialist-Cairo-Egypt?o=255&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Software Developer,Nagwa -,"Cairo, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Full stack .NET Developer · ASP.Net · .Net · Software Engineering · Software · Angular · MVC · Software Development,https://wuzzuf.net/jobs/p/ZLcQKT6rUUw1-Senior-Software-Developer-Nagwa-Cairo-Egypt?o=256&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Android Developer,Glamera -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Science · Android · Development · Information Technology (IT) · Software · REST,https://wuzzuf.net/jobs/p/NjMvzzmV4ji0-Senior-Android-Developer-Glamera-Cairo-Egypt?o=257&l=sp&t=sj&a=data science jobs|search-v3|navbl
Oracle Database Administrator,Khwarizm Consulting -,"Cairo, Egypt ",Full TimeExperienced · 3 - 9 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · DBA · Information Technology (IT) · Database · Data Backup · Oracle · Integrity,https://wuzzuf.net/jobs/p/zPZchk9MOsgz-Oracle-Database-Administrator-Khwarizm-Consulting-Cairo-Egypt?o=258&l=sp&t=sj&a=data science jobs|search-v3|navbl
Back End Developer (Onsite),klaxads -,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 3 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · computer · Computer Science · Engineering · Information Technology (IT) · Problem Solving · JavaScript · Science · Software Development,https://wuzzuf.net/jobs/p/s3fWCDqGxs6t-Back-End-Developer-Onsite-klaxads-Giza-Egypt?o=259&l=sp&t=sj&a=data science jobs|search-v3|navbl
Salesforce Technical Lead - Salesforce CRM,Jobtology -,"New Cairo, Cairo, Egypt ",Full TimeManager · 4 - 5 Yrs of Exp · Operations/Management · Sales/Retail · Engineering - Telecom/Technology · APEX · Cloud Services · CRM · Engineering · Cloud · Information Technology (IT) · English,https://wuzzuf.net/jobs/p/qIvf8GBuEedJ-Salesforce-Technical-Lead---Salesforce-CRM-Jobtology-Cairo-Egypt?o=260&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Information Security Engineer,Seoudi Supermarket -,"6th of October, Giza, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Information Security · Security · Communication skills · Computer Engineering,https://wuzzuf.net/jobs/p/TCpcIUVuDqjV-Senior-Information-Security-Engineer-Seoudi-Supermarket-Giza-Egypt?o=261&l=sp&t=sj&a=data science jobs|search-v3|navbl
Java Developer,Streams -,"Dokki, Giza, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Development · Software Development · Communication skills · Computer Science · Java · Programming · Python,https://wuzzuf.net/jobs/p/hLP7E42GesS8-Java-Developer-Streams-Giza-Egypt?o=262&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior QA Software Tester,Caelum Egypt -,"Dokki, Giza, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Quality Assurance · Software · Software Development · Software Testing · Test Cases,https://wuzzuf.net/jobs/p/sazkBAMgBqSB-Senior-QA-Software-Tester-Caelum-Egypt-Giza-Egypt?o=263&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Automation Quality Engineer,KnowledgeNet -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Agile · Automation · Computer Science · Information Technology (IT) · quality · Quality Assurance · Selenium,https://wuzzuf.net/jobs/p/usJel51YisVx-Senior-Automation-Quality-Engineer-KnowledgeNet-Cairo-Egypt?o=264&l=sp&t=sj&a=data science jobs|search-v3|navbl
Integration Developer,Expleo -,"Maadi, Cairo, Egypt ",Full TimeWork From HomeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · API · Implementation · Computer Science · Engineering · Computer Engineering · SaaS · SSIS · Information Technology (IT),https://wuzzuf.net/jobs/p/Zi1lNI7X8q5q-Integration-Developer-Expleo-Cairo-Egypt?o=265&l=sp&t=sj&a=data science jobs|search-v3|navbl
Hotel IT Manager,Basma Hotel -,"Aswan, Aswan, Egypt ",Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Computer Engineering · Computer Science · hotel · Information Technology (IT) · IT · IT Manager · Communication,https://wuzzuf.net/jobs/p/HpH2tbTunEGr-Hotel-IT-Manager-Basma-Hotel-Aswan-Egypt?o=266&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Full Stack Developer,Cashcall -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 4 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Startup · Information Technology (IT) · Telecommunication · Computer Science · Software Development · Software Engineering · Software · Java,https://wuzzuf.net/jobs/p/yQSEQJXMEp8P-Senior-Full-Stack-Developer-Cashcall-Cairo-Egypt?o=267&l=sp&t=sj&a=data science jobs|search-v3|navbl
Java Full Stack Team Leader,Cashcall -,"Maadi, Cairo, Egypt ",Full TimeManager · 7 - 9 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Agile · Angular · Computer Science · Information Technology (IT) · Java · Spring · MVC · Scrum,https://wuzzuf.net/jobs/p/54uJ9m96LKun-Java-Full-Stack-Team-Leader-Cashcall-Cairo-Egypt?o=268&l=sp&t=sj&a=data science jobs|search-v3|navbl
PHP Full Stack Developer (Laravel / Vue),Thaka International -,"Badr City, Cairo, Egypt ",Full TimeExperienced · 2 - 6 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Laravel · PHP · MySQL · JavaScript · HTML5 · CSS3 · Git,https://wuzzuf.net/jobs/p/FZhHhd482VnF-PHP-Full-Stack-Developer-Laravel-Vue-Thaka-International-Cairo-Egypt?o=269&l=sp&t=sj&a=data science jobs|search-v3|navbl
Full Stack Developer,3S Software -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · MySQL · MVC · Information Technology (IT) · JavaScript · HTML5 · HTML · API,https://wuzzuf.net/jobs/p/YLSeIDdU7X7X-Full-Stack-Developer-3S-Software-Cairo-Egypt?o=270&l=sp&t=sj&a=data science jobs|search-v3|navbl
System Administrator,RDI -,"Dokki, Giza, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Network Administration · Information Technology (IT) · Networking · Linux · CCNA · CCNP · System Administration,https://wuzzuf.net/jobs/p/MK45VTbz54Lb-System-Administrator-RDI-Giza-Egypt?o=271&l=sp&t=sj&a=data science jobs|search-v3|navbl
Software Business Analyst - (Onsite),Qsource -,"6th of October, Giza, Egypt ",Freelance / ProjectManager · 3 - 5 Yrs of Exp · Business Development · IT/Software Development · Business Analysis · Analysis · Software · Project Management · Communication · Computer Science · Development · English,https://wuzzuf.net/jobs/p/9zVkqXrCxqfg-Software-Business-Analyst---Onsite-Qsource-Giza-Egypt?o=272&l=sp&t=sj&a=data science jobs|search-v3|navbl
Science HOD, British International School -,"Ismailia, Egypt ",Full TimeManager · 10 - 16 Yrs of Exp · Education/Teaching · HOD · Science · Education,https://wuzzuf.net/jobs/p/GWlws6w7slGf-Science-HOD-British-International-School-Ismailia-Egypt?o=273&l=sp&t=sj&a=data science jobs|search-v3|navbl
System Senior Engineer,Kandil Industries -,"10th of Ramadan City, Cairo, Egypt ",Full TimeExperienced · 5 - 8 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Linux · Information Technology (IT) · Computer Science · Computer Engineering · computer · CCNA · Engineering,https://wuzzuf.net/jobs/p/wfUCBPagSznE-System-Senior-Engineer-Kandil-Industries-Cairo-Egypt?o=274&l=sp&t=sj&a=data science jobs|search-v3|navbl
"Patient Experience Specialist ""Medical Background""",Andalusia Group -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 9 Yrs of Exp · Customer Service/Support · Medical/Healthcare · Pharmaceutical · Communication · Communication skills · Customer Care · Customer Service · Customer Support · MEDICINE · Medical,https://wuzzuf.net/jobs/p/egyZrZkJHDuH-Patient-Experience-Specialist-Medical-Background-Andalusia-Group-Cairo-Egypt?o=275&l=sp&t=sj&a=data science jobs|search-v3|navbl
Help Desk Specialist,Shoura Chemicals  -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Help desk · Microsoft · Networking · English · Information technology · CCNA · Information Technology (IT),https://wuzzuf.net/jobs/p/LLhijnfJ0Sgl-Help-Desk-Specialist-Shoura-Chemicals-Giza-Egypt?o=276&l=sp&t=sj&a=data science jobs|search-v3|navbl
Team Leader Dot net Developer -Banha,Z2 Data -,"Banha, Qalubia, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · .Net · ASP.Net · C# · Computer Science · Information Technology (IT) · JavaScript · MVC,https://wuzzuf.net/jobs/p/8KsqKRP7NK9d-Team-Leader-Dot-net-Developer--Banha-Z2-Data-Qalubia-Egypt?o=277&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Dot Net Developer - Banha,Z2 Data -,"Banha, Qalubia, Egypt ",Full TimeEntry Level · 1 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · MVC · SQL · .Net · ASP.Net · Computer Science · JavaScript,https://wuzzuf.net/jobs/p/5vZJpSC3Dzeh-Senior-Dot-Net-Developer---Banha-Z2-Data-Qalubia-Egypt?o=278&l=sp&t=sj&a=data science jobs|search-v3|navbl
Java Developer,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Hibernate · Java · Java EE · MVC · Software Development · Spring MVC,https://wuzzuf.net/jobs/p/bqRuDpenbCir-Java-Developer-Cairo-Egypt?o=279&l=sp&t=sj&a=data science jobs|search-v3|navbl
Back End Developer,Gulf Data International  -,"Heliopolis, Cairo, Egypt ",Work From HomeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Engineering · iOS · Android · Software Development · Information Technology (IT) · Docker · Docker Swarm,https://wuzzuf.net/jobs/p/djCfmN0eiVg3-Back-End-Developer-Gulf-Data-International-Cairo-Egypt?o=280&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior .NET Developer,Z2 Data -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 5 - 6 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · .Net · JavaScript · MVC · Software Development · SQL · ASP.Net · Computer Science,https://wuzzuf.net/jobs/p/mrmWg0d2VpQY-Senior-NET-Developer-Z2-Data-Cairo-Egypt?o=281&l=sp&t=sj&a=data science jobs|search-v3|navbl
Junior .Net Developer,Z2 Data -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · developer · NET · Software Development · .Net · ASP · ASP.Net · Computer Science,https://wuzzuf.net/jobs/p/m5AhrTpfNB8B-Junior-Net-Developer-Z2-Data-Cairo-Egypt?o=282&l=sp&t=sj&a=data science jobs|search-v3|navbl
Software Quality Control Engineer,BI-Technologies -,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1 - 4 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · testing · QC · Tester · Automation · Manualtesting · Information Technology (IT) · Engineering,https://wuzzuf.net/jobs/p/dJWaM81uGLLP-Software-Quality-Control-Engineer-BI-Technologies-Cairo-Egypt?o=283&l=sp&t=sj&a=data science jobs|search-v3|navbl
React Native developer,Akwad -,"Sidi Bishr, Alexandria, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React · Computer Science · Information Technology (IT) · React Native · React.js · JavaScript · Software Development,https://wuzzuf.net/jobs/p/K8LF8Aq1rjrd-React-Native-developer-Akwad-Alexandria-Egypt?o=284&l=sp&t=sj&a=data science jobs|search-v3|navbl
QSIT -Senior Backend Developer,Alkan CIT -,"Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Computer Science · Computer Skills · English · GIS · Information Technology (IT) · Software · esri,https://wuzzuf.net/jobs/p/cOD5uKkcJ5Lo-QSIT--Senior-Backend-Developer-Alkan-CIT-Cairo-Egypt?o=285&l=sp&t=sj&a=data science jobs|search-v3|navbl
Lab Sales Manager,Cairoscan -,"Mohandessin, Giza, Egypt ",Full TimeManager · 3 - 5 Yrs of Exp · Operations/Management · Medical/Healthcare · Sales/Retail · Experience · Science · Sales · Pharmacy · Communication · Microbiology · Sales Target,https://wuzzuf.net/jobs/p/YJzvX4h5QB7P-Lab-Sales-Manager-Cairoscan-Giza-Egypt?o=286&l=sp&t=sj&a=data science jobs|search-v3|navbl
